image_path,crop,disease,label
datasets\Tomato_EarlyBlight\2ffcdf9e-9cf5-492e-80f8-6f80cd0be7cb___RS_Erly.B 7421.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\5d8fc784-788a-4a21-94e3-a96623a400fc___JR_HL 7915.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\3905568b-2ddd-4c71-bfc9-16bc8f2c3119___JR_HL 8008.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\f60cdc34-0ab9-4551-ac24-e9e0d5affd6a___JR_HL 7931.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\724de01c-90cd-48e7-9360-749bb5b4713b___GH_HL Leaf 271.1.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\24783ea0-432e-4e74-b561-58b9d7fe88dc___NREC_B.Spot 9166.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\d3ebceea-8021-4168-85a4-27ef48cdaacb___RS_Erly.B 7857.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\13e0d497-f5fc-4fb9-9e9a-cb77bc330730___RS_HL 0397.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\1e08cf06-c20b-47bc-8773-a22cc730aa04___RS_Erly.B 8228.JPG,tomato,earlyblight,1
datasets\Potato_Healthy\07dfb451-4378-49d1-b699-33a5fc49ff07___RS_HL 5399.JPG,potato,healthy,0
datasets\Tomato_EarlyBlight\c163bdbd-0c60-44da-be29-a1d0cad71b72___RS_Erly.B 8343.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\17520079-9d7b-481a-bc9e-676c5404d160___RS_Early.B 6774.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\9e2a71e5-2a59-4e62-9c6c-581fe9091a10___RS_HL 0132.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\dd87a0c1-aa21-4ad9-8f89-21735ee16a26___JR_HL 8097.JPG,bellpepper,healthy,0
datasets\Potato_EarlyBlight\00d8f10f-5038-4e0f-bb58-0b885ddc0cc5___RS_Early.B 8722.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\1e5e6f9d-6d14-4ea7-9c36-c6a559e567d7___RS_HL 9780.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\58268d35-a896-406d-9686-5f2f2b9a5b10___RS_Erly.B 7433.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\a8481ff9-ee82-4035-b099-7f434e0edded___JR_HL 8556.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\1e671658-3463-4a38-8b6a-e2867aeeda10___RS_Erly.B 6359.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\01f98912-9627-4ce0-8f0f-e451b7acbb6c___RS_HL 0509.JPG,tomato,healthy,0
datasets\Tomato_Healthy\025bc454-a051-42d2-b547-316f8cc3dc55___GH_HL Leaf 297.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\d0b75b16-bdf9-4e9d-bac9-47bf98c6258a___RS_Erly.B 6416.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\c1d35110-f0c3-49b6-a570-a3f69f41e857___JR_HL 7652.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\3205c4f9-9dd4-44ce-8e4c-0bd93405d60b___RS_Erly.B 6331.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\bb0abefe-b415-45ac-b56c-c54ab1c5eb76___JR_HL 8393.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\2d66100e-9a61-412b-95da-2b852de7a447___RS_HL 9950.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\7c36055a-505d-4fd3-9b2f-d165f1324a92___JR_HL 8265.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\7d70e888-152f-46ae-8ce9-f838195b881f___NREC_B.Spot 1935.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\95abb641-4435-4531-88f6-a4a597c5ff33___RS_HL 9779.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\0c221e01-a85e-4794-b45b-3a91e349a8d2___RS_Erly.B 6425.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\38685009-d6e6-4b3a-9957-bf049a210cda___RS_Erly.B 7606.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\00e7c4b2-3005-4558-9cfa-235e356cb7a8___RS_Erly.B 7844.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\ad2754e3-301a-48ea-af0a-8d7a1f25bb49___JR_HL 7829.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\e18c0617-2154-4a2c-a1e6-f649fdb4db59___JR_HL 7755.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\c03bec63-8b1d-42ef-90d5-5dff0c2455ea___RS_Erly.B 9555.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\68f66822-cde2-4a2c-b58e-a16900362a75___RS_HL 9674.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\33952a4a-ef41-4eff-9a2a-35bbea1b6686___JR_B.Spot 3200.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\2840c2f1-b901-41c2-8d0c-7827bc7f8ab3___RS_Erly.B 9574.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\0705b53e-4c54-4fce-9bc0-833db0619f3d___JR_B.Spot 9068.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\1aa25bab-008c-4114-9832-096d81592dd9___JR_HL 7992.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\3b9a94fb-856a-4576-94e3-6c16bf01118f___JR_B.Spot 8956.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\503d924f-1f02-4305-98d1-6cc140a83929___JR_HL 8517.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\4cf90b49-1b89-422e-84ae-2e2fcfc2fa02___JR_B.Spot 3362.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\8328f7fb-5929-4920-921a-ae9a24db66c2___RS_HL 0597.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\264bc13b-2bcd-40f8-ae25-23aef0ccdc64___RS_Erly.B 7589.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\f3cb1c60-4aae-4f2d-ae59-6654296a969b___JR_HL 8399.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\bd73664d-d81e-426a-b25e-569c85869308___JR_HL 7638.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\33227b26-600a-49ad-ad1c-2667442fcbc2___JR_HL 8882.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\4ff86e18-434e-4d1d-819c-c40c908e064a___RS_HL 0273.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\53f174d6-faad-427c-9d22-ca04786f3a9a___JR_HL 8352.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\3e98f24b-4c2e-4b4d-916f-fe48430cd94b___RS_HL 0129.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\3a7cac14-10d7-4e76-b737-c2d77e0968f7___JR_HL 8486.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\5724817a-2d5d-4664-9388-d208c21bc09e___NREC_B.Spot 1953.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\39b1d9c6-7a13-426f-9154-563e6a8d0438___RS_HL 0563.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\3d0ebe4c-591f-490f-b389-cd8f424acbba___JR_B.Spot 9041.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\4b481d99-9c9c-4578-a778-21aef93166f3___JR_HL 8654.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\2e7b090e-4fc6-42f2-8bf6-3f84b32712e5___RS_Erly.B 7470.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\dd7055a8-fe9e-4cc3-9b5f-79cc32e2f73d___JR_HL 8752.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\d63d868b-4c15-4b4a-975a-d4545c37c0c2___JR_B.Spot 3378.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\40b05b00-37a9-42c7-b98f-39ec77a58003___JR_HL 7773.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\32beeb9a-49d5-4ffe-bee0-216779e4306e___RS_HL 0327.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\342c87ae-db00-4ba8-9029-a91ba10b4d77___JR_HL 8397.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\508ca47c-f3f9-4e1e-a9e8-759de2d45471___JR_HL 8678.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\8f22c1c0-6cbe-4fa3-9fe1-2752685622d1___JR_HL 7570.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\f47251cd-5d05-4d98-847c-4e1ae180333a___NREC_B.Spot 1965.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\b58d7a66-097f-4167-abae-92f865407d90___RS_Erly.B 7845.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\381a69d2-9a7d-40e2-adcb-9d7e362229e2___GH_HL Leaf 478.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\e3762d61-1481-4161-9577-bbbd69742711___JR_HL 8660.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\be317686-2513-40b7-932f-e03795b0fbbd___JR_HL 5952.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\9d62abba-a162-4bba-8b4d-da33a01a4347___JR_HL 8687.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\a663a181-328d-4991-b427-614f3bdf14b8___JR_B.Spot 9063.JPG,bellpepper,bacterialspot,1
datasets\Potato_EarlyBlight\0e0a1b51-f61c-4934-bc57-a820af1faacb___RS_Early.B 7147.JPG,potato,earlyblight,1
datasets\Potato_EarlyBlight\38807f81-ce49-4978-916a-a6cd2a95bfb0___RS_Early.B 8397.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\39976b35-40e7-4426-b21d-a8bfe1ce0a01___GH_HL Leaf 450.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\964b07f8-2eb7-45b4-9ac8-79ec296b1655___RS_Erly.B 7378.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\83eb200d-ef9d-4b98-b4c1-58b7f0b169e4___RS_HL 0421.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\9f36da2c-ab51-4fff-b394-ad22b15508eb___JR_B.Spot 9032.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\2a0d08cc-91b5-436b-abe4-31835c5f470b___RS_HL 0396.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\1d2ec63e-acfb-4a80-ba21-853a724fff4a___RS_Early.B 8083.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\1bff3ab2-9e99-4d4b-ad0e-acd943324050___RS_Erly.B 6460.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\422fa1a6-d0f7-4634-9233-0d002ff139ae___RS_Early.B 7218.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\4f5dde42-a6ac-4886-8b9e-a944568ace95___RS_HL 0080.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\3592b22c-09cd-4005-97c4-cdd11318cce0___RS_Erly.B 9391.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\14a8f40d-e1b2-4d17-8bf1-c16c56f48d4c___JR_HL 8239.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\41b580cc-85f0-42c5-aafc-d640ab727081___JR_B.Spot 8950.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\a8d430c0-7dff-4474-a6c1-1fd601198ff6___RS_Erly.B 7738.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\1994cd3e-4000-4c56-bede-d35a1eecc287___RS_Early.B 6867.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\7cf9831d-709b-4283-9ac1-70e601d5d740___JR_HL 7742.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\2e400707-ea59-4355-889a-32d5e56c1e1c___NREC_B.Spot 1936.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\11a23270-53e7-41b6-8c79-91caeaf9cfa6___JR_B.Spot 9050.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\2a089ff8-0fcf-4b18-b746-f997e3b18065___GH_HL Leaf 456.1.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\be847eed-94b5-4f0e-9b34-68cc842565a2___RS_Erly.B 7831.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\06ae69f3-53f7-4ad8-b6b0-185dd26b2fc0___JR_HL 7971.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\2d53efe9-0845-4091-97b5-9ca7001e04c9___JR_HL 7758.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\23ffcd05-2b2a-48d2-a694-5c292e910b66___RS_HL 9842.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\7da6a94b-14ac-4fd8-9a26-33be1c09d411___JR_HL 8789.JPG,bellpepper,healthy,0
datasets\Potato_EarlyBlight\41eccd84-6a67-4b04-ae69-59c1bcf17728___RS_Early.B 7964.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\1c043016-2d55-444d-a379-4a2aafc41a32___JR_HL 7909.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\f9c0c883-e492-417c-94ac-f57bd6db1b78___JR_HL 8480.JPG,bellpepper,healthy,0
datasets\Potato_EarlyBlight\13ddd965-db42-4392-9798-fe0ba5ad7928___RS_Early.B 7631.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\733c8247-142b-4d35-8f0c-05bc74de95fe___JR_HL 8432.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\1e503089-ae6a-4340-8c3c-f44cbaa6cf6f___RS_Erly.B 8264.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\4af641e9-7960-4c73-a32c-6373d1f341d0___GH_HL Leaf 489.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\a020fc8f-13d9-47d9-9a06-cf5dcf87c2c3___JR_B.Spot 8896.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\65e02ee3-6760-4416-b1a5-9556bea43d0b___RS_Erly.B 7772.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\82ff4b81-612a-4d2b-819e-a45353fa0379___JR_HL 7980.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\4065f166-5f48-4277-9f51-7aa61dbd4b48___RS_Erly.B 8399.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\b72ec90d-3d41-4fac-a96e-5e532de87d9c___JR_HL 8120.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\721628fb-84f1-409f-b03d-f527a8b90ac6___JR_HL 8417.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\ec8bc198-28c5-4664-a104-ba229ba93233___JR_HL 5996.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\c37bde81-1157-4dd0-ae96-2b1073c8bcb8___JR_HL 8656.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\237ec7d7-d96f-434d-8a94-250ec92c8e86___RS_HL 0457.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\5979f1be-c7a6-47c5-b438-60c3eab4218e___JR_B.Spot 9093.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\c2ea8ee9-836a-4c76-8101-7708a35f2717___JR_HL 7733.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\4cff9a88-e36d-4c5a-aa11-9812ef5b063a___JR_HL 5940.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\d877c51c-12ce-44e0-b737-d06d0e8431b6___JR_B.Spot 3114.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\859a134c-51f7-4294-bd1a-78140d775bca___RS_Erly.B 8327.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\e34510f2-0d40-4385-a73f-f32317d24b59___JR_HL 7874.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\484250ea-cc2c-4614-bee8-7f24007e00ac___RS_Erly.B 9463.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\a1e875bd-5c06-4031-b0c0-9413d754df0e___RS_Erly.B 8221.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\f5e369a3-421e-43b9-ab00-840e7535a5eb___JR_HL 8076.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\42ae0091-fbfd-43e6-8a48-805051f770a0___RS_HL 0463.JPG,tomato,healthy,0
datasets\Tomato_Healthy\2df73051-0fdf-4ed5-a626-205e245ad8c7___GH_HL Leaf 233.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\0c102dad-d31f-469b-89d1-6fe7bf93708c___JR_HL 7689.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\17cffb66-bb7f-433c-88b4-442c1f4e8cb4___RS_HL 9708.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\6d6030a6-2370-449b-b9d4-92ac1630513f___JR_HL 8418.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\ee7a6de8-1aca-4a55-8c12-69be6277c1c1___RS_Erly.B 9591.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\c291223d-c9bb-4089-b8ea-c479a28c9519___JR_HL 8612.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\d696fdd7-228b-41be-9401-9ab0f8053802___NREC_B.Spot 9116.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\4803a0a5-ac23-431f-b792-d60a25a268bd___RS_Erly.B 9508.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\eb07f29d-097e-42b3-8aaf-b9bd635eec1c___JR_B.Spot 3303.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\c869760f-5c94-4282-9e1b-a7b0f36455e4___JR_B.Spot 8929.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\9a86409c-60ef-4fb5-9783-665065eb5229___RS_Erly.B 7697.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\f4b1affb-3b72-44b5-890c-e7d45ab612b3___JR_HL 8825.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\8e1c8815-49e0-4be6-a3a5-a426ab6b2445___RS_Erly.B 7822.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\8d8df238-9cd0-42b2-bd0f-46ada2ad1798___JR_B.Spot 8927.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\05598cc1-60b9-4436-a233-973c42eff2d6___GH_HL Leaf 503.1.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\da56da68-37e7-4003-8ebe-de5e545945f6___NREC_B.Spot 9197.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\4617631e-a75a-4cd0-a1f5-c06ed41a182a___JR_B.Spot 3281.JPG,bellpepper,bacterialspot,1
datasets\Potato_EarlyBlight\1896de06-b6eb-4c01-a6c6-3247405765b8___RS_Early.B 8335.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\f6cf7e4b-5a82-4383-818d-f68c887fb2c2___JR_HL 7746.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\fc9c2e07-7e01-459e-9725-9c2dd619c14f___JR_HL 8372.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\3e26a2d8-a7f6-4d3f-bcb7-63ab63b0ff39___JR_HL 8043.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\01fbd010-0cc1-4c48-98bc-49e328bf9bbc___JR_HL 8584.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\4b5d5cc8-6df9-4963-8e68-1aaf3e8f2363___JR_B.Spot 3358.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\4bd918e2-ac0a-41b4-b1a0-f1bb799a309c___RS_HL 9846.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\0bbb8bce-2020-416b-8bd6-c160c2db9921___RS_Early.B 8386.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\1179e122-90ec-4849-aa86-3b8610bf7961___JR_HL 8581.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\55761153-0f6a-4dad-981e-16fde2ac683f___RS_Erly.B 6387.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\55d17ef7-3f98-47a9-83dd-60c83a38902d___JR_HL 7928.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\d91405d3-8115-4004-99d3-dcb4c5f8a1d6___JR_HL 7725.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\eaac4a8f-7e24-4bfd-96ce-52eb4339772e___JR_HL 7597.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\29345423-647e-4e1b-81f4-16d8cfc0e137___RS_Erly.B 7422.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\5aab6778-8eb7-4397-8912-0ef8a54d8c01___JR_HL 8046.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\cc54a954-8b9a-4b28-b3f9-d3a9c91486c7___NREC_B.Spot 1883.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\68bf32ff-b8b9-4412-a83e-a21ba49fe025___JR_HL 8771.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\6565f5ba-8e68-4d1a-b267-b12bfd73f3ef___JR_B.Spot 3252.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\fd1d2f16-9e2e-4c06-98a7-a070c23b5017___JR_HL 8501.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\0a86ddc0-4950-4efc-9260-0f16d4db046b___RS_HL 0469.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\9d16bfcd-955e-4a5c-90ea-c7cce8dd9135___RS_Erly.B 7811.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\ba75cd48-68cb-49cb-9d79-d03c1b007852___RS_Erly.B 7432.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\7bbe08c8-ca13-4cb9-89d1-d6e2c2d8c1cc___JR_B.Spot 3215.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\5d89c2ab-31d9-4f0a-bd00-2c2475b2a037___RS_Erly.B 9377.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\b8421c32-9111-49c0-8e78-f86a9912ece4___RS_Erly.B 7706.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\bc3d7abd-ffef-4c23-b466-b193a950b544___JR_HL 8083.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\09ae534a-e931-4f83-8545-cf330dfebae9___NREC_B.Spot 9210.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\f20f36a0-6816-455b-9ea6-cd3bdf90a844___JR_HL 8045.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\77cd9b9e-9115-46ea-9c85-9744f1793b32___RS_HL 9699.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\535c3c4f-c082-4dd7-a98b-2e16cb377d89___RS_Erly.B 7770.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\9915883a-fcc4-457a-bcc3-404fd25ba386___JR_HL 7605.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\824ae544-73d2-448a-b442-a8d2cdd83922___RS_HL 9900.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\01940b6d-7dea-4889-a7b8-a35f4e9bba34___NREC_B.Spot 9120.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\a403fb35-6ab4-4e5e-88a6-254a443a74d9___JR_HL 8492.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\21d172cd-9cac-4bad-bdcb-4f72eb265f5a___JR_HL 8422.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\9aeac2ec-83f4-4348-bc26-8f55b8eb6c52___RS_HL 9817.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\2dc9baab-663f-4f09-a0a4-7c07edfb4c42___RS_Early.B 6866.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\0fc8cb27-a10f-4587-a91d-4dbec9f839c7___RS_Erly.B 7715.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\d221a778-23fd-4c43-b02f-aee1bff4d828___JR_HL 8021.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\63612a6e-c1f1-4ae1-9741-52c28b264dfa___GH_HL Leaf 464.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\2d7a6a97-2425-4644-8821-2788ac9d0d18___JR_HL 8157.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\409c349a-7738-41fc-8a3a-844cd33cfcae___RS_HL 9825.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\65bc0e3e-39a0-4fde-a9b3-65d2dd7dd63e___RS_Erly.B 7485.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\a47d3b9e-eda3-4de2-b8a9-f5505e28d309___JR_B.Spot 3118.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\30901e71-e656-4e7e-b3ec-0f813c307b88___RS_Erly.B 9396.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\bb635efc-e910-47b7-8718-caaf78036b84___JR_HL 8151.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\8665928b-77f2-483b-88eb-c7c08b3a6bde___JR_HL 7938.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\9cefa2ea-236f-442b-85d1-7bdd7e651039___JR_HL 7628.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\5640520e-087c-41ae-b462-c30d8aa51aab___JR_B.Spot 8914.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\0864ab65-d40d-4902-8213-09df86cf049e___GH_HL Leaf 400.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\b06d301b-8cae-475a-9de3-80a42e908ae5___RS_Erly.B 9375.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\b76271aa-ca0b-44ac-a6f9-379ef70ef443___JR_B.Spot 3389.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\7d2eeb0b-77d8-4de5-8739-adca95edd4a2___JR_B.Spot 8946.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\1732045f-a451-4325-aa86-717a8cbdaf02___RS_HL 9698.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\cf4a0192-99ce-403f-8198-258027747788___JR_HL 7732.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\87b7f08f-2ea2-4fce-bd6a-7aeee641652d___RS_Erly.B 8413.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\a8d0f75a-6f10-44db-b6c4-72f19646167d___JR_HL 5892.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\9662364c-aaba-45e3-b907-10792d60578c___GH_HL Leaf 220.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\9e49a6d8-11fa-4d46-9f2d-9580da511696___NREC_B.Spot 1930.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\8ed42b66-acb0-42d9-a1d8-f624573e07d0___GH_HL Leaf 212.8.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\fa5e382e-d1ad-42f9-a4e5-afb343f77a53___RS_Erly.B 9453.JPG,tomato,earlyblight,1
